Sample_ID,Depth(m),Age(Ma),Sz,Sz_std,Xlf,d13Cc,d18Oc,d13Co,R,R_std,CO2_ice,aFe,aSi,aAl,fFe,aFe_std,aSi_std,aAl_std,fFe_std,aFe/aSi,aFe/aAl,aSi/aAl,aFe/fFe,aSi/fFe,aAl/fFe,aFe/aSi_std,aFe/aAl_std,aSi/aAl_std,aFe/fFe_std,aSi/fFe_std,aAl/fFe_std,CO2,CO2_std,D,D_std
FX_20_0_60,32.28,0.361837963,422.039919,63.74728398,36.6,-6.739227204,-10.03936031,-22.964,0.476946163,0.072040632,201.29032,0.099845,0.085485,0.104635,1.13582,0.002929076,0.0049706,0.003406525,0.080072772,1.174463758,0.955341058,0.819831794,0.088241658,0.075927886,0.092581119,0.078184485,0.042679854,0.054608625,0.006749253,0.007042992,0.006922946,184.5275407,2.520597279,23.123,0.066022723
FX_21_1_64,33.32,0.37074537,530.0832494,76.15394241,60.5,-7.50319567,-10.95937338,-23.652,0.411324316,0.059092545,218.03613,0.129445,0.10232,0.122885,1.35259,0.002929715,0.004980153,0.003396559,0.030278312,1.270745918,1.052361377,0.832352246,0.095755991,0.075842335,0.091115579,0.067621552,0.035895582,0.04653562,0.00299044,0.004246566,0.003253215,203.6497727,3.331591299,19.778,0.069763888
FX_23_1_46,37.02,0.434309091,444.8174928,70.67891666,58.5,-6.998171414,-10.64058129,-22.863,0.447623853,0.071124831,199.11092,0.099995,0.0851,0.1172,1.24126,0.002919448,0.004949536,0.003375782,0.04152131,1.175427785,0.853593879,0.728320332,0.080590542,0.068655984,0.094589745,0.078000899,0.035217264,0.045940905,0.003643312,0.00460623,0.00401483,207.9682697,1.159709824,24.88033333,0.128219863
FX_23_1_100,37.56,0.438727273,353.5567764,46.85699113,34.4,-6.366545283,-9.728276766,-23.023,0.579072001,0.076744595,204.73483,0.063715,0.056505,0.072135,1.01473,0.002920409,0.00494001,0.003345987,0.011101576,1.144704802,0.885312704,0.786871346,0.062797994,0.055675976,0.071201694,0.117943007,0.056958532,0.080140012,0.00291719,0.00491157,0.003297921,201.270289,1.454965376,25.63133333,0.119692662
FX_23_2_70,38.74,0.448381818,432.0316417,63.90118605,45.9,-7.048503228,-9.67046193,-23.176,0.467966048,0.069216193,202.17614,0.088035,0.074055,0.09735,1.25871,0.002932143,0.0049439,0.003338282,0.039583838,1.194506937,0.906121422,0.759464062,0.070025959,0.059024042,0.077229914,0.08671012,0.044097774,0.055515797,0.003250839,0.004356111,0.003570829,203.1629559,0.609153088,23.27666667,0.232674307
FX_24_1_110,40.14,0.459836364,464.5910171,74.29656592,55.8,-7.329914646,-10.31576157,-23.222,0.415952812,0.066518431,193.24794,0.10825,0.08656,0.110385,1.27204,0.002935333,0.004958948,0.003329242,0.054305801,1.253776054,0.982593874,0.78252979,0.085286644,0.068145599,0.086898102,0.083427435,0.040003901,0.051323214,0.004489112,0.004843696,0.004262338,207.0436579,1.414804108,21.06533333,0.119525451
FX_24_2_60,41.14,0.468018182,475.1437251,67.27694695,45.8,-7.089358172,-9.926200981,-23.454,0.433662488,0.061403501,206.05201,0.1021,0.085115,0.105005,1.21344,0.002950089,0.004958468,0.00333833,0.111044049,1.203077046,0.972291279,0.811290294,0.085420356,0.070777719,0.087904433,0.079753526,0.041629442,0.053297466,0.008508847,0.008081465,0.008882395,203.7747433,1.694925415,25.322,0.201313189
FX_28_2_66,50.68,0.647718346,405.5499574,57.5268796,37.2,-7.366648463,-10.45538031,-23.719,0.466547799,0.066179366,189.20844,0.09936,0.0893,0.1125,1.2734,0.00296177,0.004963455,0.003344714,0.028680251,1.114336665,0.885103546,0.795188335,0.078050114,0.07007308,0.088526814,0.07250574,0.037054638,0.049555306,0.002881164,0.004092069,0.00333384,192.1633424,1.053858693,24.855,0.069634761
FX_29_0_86,51.92,0.656529716,356.1623196,45.65924891,27.9,-6.95271409,-10.13703988,-23.898,0.553197318,0.070918715,197.02804,0.09043,0.083125,0.101485,1.28552,0.002974159,0.004969888,0.003362193,0.031480394,1.092474293,0.892918082,0.820635522,0.070318042,0.064657452,0.078975798,0.073091977,0.041543731,0.056981233,0.002894549,0.004352438,0.003344232,199.5725823,1.715666493,24.86666667,0.208399456
FX_30_1_78,53.3,0.666335917,332.6144378,43.79093372,39.3,-6.84578917,-10.51854831,-23.62,0.536360722,0.070615506,178.40132,0.09702,0.084575,0.10638,1.26231,0.002981574,0.0049875,0.003363971,0.051802643,1.153971377,0.914313916,0.796107138,0.076926906,0.06711915,0.08442052,0.075545198,0.040260761,0.055744317,0.004052282,0.00477365,0.004266419,177.3996646,1.079251106,23.744,0.199451749
FX_30_2_36,54.36,0.673868217,295.2893652,33.26962769,32.8,-5.842010844,-9.047216927,-23.658,0.671129588,0.07561475,198.17743,0.090245,0.078015,0.0951,1.15729,0.00298612,0.0049981,0.003372759,0.015315933,1.162286452,0.950526375,0.819745436,0.078034006,0.067313825,0.082237557,0.084665681,0.045050226,0.062244756,0.002721284,0.004438102,0.003096979,202.1320662,0.773458191,26.57366667,0.128048168
FX_31_1_118,56.54,0.719887805,350.1842437,49.50732123,39.6,-6.686534261,-10.39494347,-23.166,0.528470579,0.074712564,185.06207,0.124075,0.102095,0.127355,1.46038,0.002985304,0.004976981,0.003361505,0.038862589,1.221632697,0.974319181,0.801520017,0.085023149,0.070075786,0.087494349,0.067451743,0.035159795,0.04426789,0.003003695,0.003730436,0.003372867,209.4888862,0.854040992,23.12366667,0.211575834
FX_32_1_18,58.52,0.74355122,443.59127,68.89808313,53.5,-7.948187526,-10.52403831,-23.954,0.410078201,0.063692872,181.90711,0.124765,0.113935,0.142795,1.48391,0.002996649,0.004981019,0.003378914,0.019304015,1.097136868,0.874331082,0.798756505,0.084197054,0.076836919,0.096185571,0.055573623,0.030338543,0.038447318,0.002337649,0.003618908,0.002526895,187.3765262,1.097268179,18.47533333,0.087785724
FX_32_1_104,59.38,0.753829268,486.8564894,75.11879666,72.6,-8.051208731,-10.54612719,-24.004,0.403385113,0.062239705,196.39066,0.149705,0.11482,0.14271,1.51686,0.003008535,0.005004497,0.003397566,0.020138401,1.303179961,1.049727087,0.804990552,0.098887168,0.075694676,0.094125322,0.062703171,0.032862754,0.04247991,0.002382406,0.003356955,0.002512499,202.1111144,1.451118877,19.96733333,0.010598742
FX_32_2_148,61.32,0.794744186,436.3472073,62.25795311,32.75510204,-7.643348293,-9.213437562,-23.962,0.46689876,0.066617044,203.72997,0.104575,0.09897,0.126855,1.29705,0.003022594,0.005030284,0.003400731,0.013053191,1.056805632,0.824604186,0.783992592,0.080672987,0.076330602,0.097757977,0.06071596,0.03203855,0.042995589,0.002560818,0.003952883,0.00288518,213.7207017,2.142377627,23.722,0.149813217
FX_33_1_24,61.56,0.798093023,385.2417302,53.67430103,24.8,-7.228070924,-9.826481033,-23.591,0.493347099,0.068736221,190.05789,0.109275,0.09885,0.112905,1.30633,0.003037727,0.00503797,0.003406311,0.012968338,1.110446906,0.9692718,0.876468892,0.083641948,0.075925455,0.086323251,0.066119213,0.040299258,0.053271823,0.002482079,0.003954304,0.002725782,198.897143,1.812960626,23.172,0.235216921
FX_33_1_28,61.6,0.798651163,394.6306677,55.26500345,26.95238095,-7.456704011,-9.535502235,-23.823,0.481609529,0.067445727,190.05789,0.107865,0.089585,0.11041,1.22423,0.003045883,0.00504007,0.003412622,0.000608112,1.205929588,0.977504404,0.814254249,0.088156009,0.073371691,0.090212483,0.076192579,0.040654061,0.052947034,0.002496523,0.004028261,0.002776983,200.3397093,2.127589902,22.03766667,0.063908789
FX_7_1_12,2.92,0.046777778,836.5843583,172.5944612,72.40384615,-8.547320733,-10.01287255,-23.322,0.245954228,0.050742447,205.76146,0.12729,0.086095,0.154245,1.2212,0.003055057,0.00501458,0.0034011,0.039202,1.48620143,0.825149723,0.559297445,0.10424289,0.070578722,0.126379142,0.094351833,0.025812798,0.035310659,0.004288591,0.00463059,0.004830787,213.3875455,0.999969739,22.56066667,0.136030634
FX_7_1_90,3.7,0.052555556,667.3162574,126.370475,101.4851485,-7.903774683,-10.21314042,-23.0465,0.300887904,0.056979501,200.78739,0.132715,0.102325,0.18607,1.24534,0.003067328,0.005009473,0.003398385,0.000763675,1.300097908,0.712503004,0.548796457,0.106571674,0.082191681,0.149492605,0.071746269,0.021029698,0.02883054,0.002504501,0.004070556,0.002739147,220.6586212,0.347835095,21.105,0.111314869
FX_7_1_116,3.96,0.054481481,681.9511977,127.6637984,83.68421053,-7.745485172,-10.53004966,-22.929,0.309645178,0.057966728,211.1629,0.131925,0.102535,0.17144,1.21866,0.003082393,0.005027445,0.003413166,0.060245498,1.291187176,0.770171134,0.598126118,0.108426522,0.08455234,0.141599528,0.067832508,0.023287548,0.032252773,0.005774931,0.006200404,0.007932311,216.176434,1.694888893,21.83333333,0.097602937
FX_9_1_122,7.66,0.080782609,753.9222427,128.6267667,141.8446602,-8.167352434,-9.313563962,-23.558,0.303182924,0.051726076,228.57635,0.235015,0.12112,0.236085,1.56634,0.003087075,0.004999948,0.00341228,0.074783613,1.943965197,0.995722316,0.513791555,0.150636568,0.077467014,0.151255626,0.083346868,0.019598205,0.022491287,0.007493129,0.00480206,0.00772667,233.9455818,1.443449824,21.02833333,0.179179612
FX_9_1_132,7.76,0.084043478,773.5133155,136.8026029,141.9607843,-7.994348284,-9.179541929,-23.247,0.295013383,0.0521757,228.19678,0.20136,0.10613,0.21337,1.55269,0.00310257,0.004993824,0.003412862,0.02648822,1.899004664,0.943285996,0.497517087,0.129569567,0.068285179,0.137558253,0.095620306,0.01992684,0.024232749,0.003057554,0.003438592,0.003209518,249.774122,0.741160036,20.29766667,0.1351456
FX_9_1_142,7.86,0.09,1501.202282,499.7170343,140.7692308,-8.925641889,-9.961842999,-22.6275,0.143345379,0.047716506,215.19041,0.198535,0.108305,0.2092,1.58139,0.003115409,0.004989953,0.003423669,0.031239978,1.832209631,0.949669703,0.51835564,0.125714002,0.068567486,0.132430596,0.089554055,0.021481522,0.025037996,0.003296335,0.00337663,0.003292104,229.2172545,0.892347312,20.61333333,0.081402293
FX_9_1_150,7.94,0.096666667,1744.69082,612.4878895,173.5353535,-8.871933669,-10.10795609,-22.426,0.131909922,0.04630805,230.14203,0.221495,0.109215,0.22509,1.64352,0.003129229,0.004989614,0.00342962,0.02602153,2.03176698,0.984637355,0.484781707,0.134890657,0.066535446,0.136878577,0.092990988,0.020951643,0.02364598,0.002876182,0.003186884,0.002939638,245.1730365,0.839590051,20.56433333,0.127256958
FX_15_1_38,19.78,0.192074074,862.1457341,188.0274268,123.2692308,-7.157478673,-8.462577458,-21.809,0.259209251,0.056531566,223.47615,0.22063,0.114455,0.171475,1.62693,0.003133814,0.004966945,0.003421175,0.058081751,1.92534457,1.287863945,0.66717894,0.135699227,0.070373731,0.10552519,0.089207916,0.032224838,0.032445531,0.005167766,0.003971869,0.004248523,219.1319482,3.154032168,19.39766667,0.150506921
FX_15_1_54,19.94,0.19637037,1553.660267,543.2476612,156.5306122,-7.47273729,-8.462577458,-21.103,0.155828623,0.054486516,242.10474,0.254455,0.11852,0.187075,1.73384,0.00314814,0.004977044,0.003431334,0.030349023,2.151911849,1.360217846,0.633015099,0.146714737,0.068460092,0.107990919,0.098038172,0.030530623,0.029240949,0.003123066,0.003161656,0.002709876,216.4181163,3.70425045,19.68233333,0.028919428
FX_16_1_2,21.7,0.231,392.379441,44.02446654,74.35643564,-6.043432626,-9.567022252,-23.459,0.594491825,0.066701215,233.26637,0.12568,0.09045,0.122655,1.30073,0.003155884,0.004956531,0.003421137,0.078389858,1.392706207,1.023686787,0.738844926,0.097110936,0.069847361,0.094363949,0.086100949,0.041039496,0.044336973,0.006472582,0.005943688,0.00630191,231.8674008,3.079921804,24.656,0.009165151
FX_16_1_14,21.82,0.2325,658.0491343,104.6021032,84.03846154,-7.142667485,-10.22781424,-22.883,0.368508045,0.058577262,242.4964,0.138,0.105135,0.140845,1.2274,0.003168105,0.004978766,0.003435916,0.047036743,1.315896224,0.979854941,0.748291317,0.112528954,0.085936971,0.114974271,0.068315506,0.03303248,0.040015007,0.004862625,0.005273444,0.005209178,237.3288958,2.306536335,23.11933333,0.044455971
FX_16_2_6,23.248,0.24423913,670.6694178,110.5969863,87.9047619,-7.087252593,-9.791932496,-22.705,0.366840523,0.060493971,246.02872,0.12984,0.101715,0.15584,1.29416,0.003180459,0.004996873,0.003446676,0.047489291,1.282420689,0.833017105,0.652099266,0.100523122,0.078589458,0.12045357,0.070994162,0.027639658,0.034835804,0.004380387,0.004951905,0.00518727,260.2571144,2.514941786,21.514,0.126739891
FX_18_2_84,28.996,0.330304762,1059.36488,245.9526161,106.78,-7.978019463,-9.931812819,-22.564,0.254679738,0.059128964,269.79877,0.16823,0.09844,0.16969,1.62772,0.003199095,0.005023926,0.003457257,0.02019497,1.715037362,0.991800981,0.578573559,0.103281774,0.06054061,0.104398834,0.094660334,0.027574949,0.031870006,0.002353209,0.003063412,0.002559129,273.7909577,3.447294814,25.89233333,0.322403991
FX_21_1_122,33.9,0.378854369,508.2431216,67.8266289,73.03030303,-6.832791202,-9.074404626,-23.301,0.470607943,0.062804097,239.18325,0.15713,0.11311,0.147545,1.48628,0.003214027,0.005046295,0.003466591,0.02019497,1.39401043,1.063676341,0.768221285,0.105651515,0.076314739,0.099267953,0.070417787,0.034428092,0.038911334,0.002634379,0.003612629,0.002622619,229.5758553,3.07589192,17.80266667,0.103967944
FX_21_1_132,34,0.381281553,665.7877791,97.85282241,82.66666667,-7.830252267,-9.216825709,-23.858,0.369625589,0.054324979,246.0922,0.176955,0.127235,0.156865,1.55568,0.003234763,0.005067127,0.003477574,0.002036468,1.395382058,1.129269372,0.810899786,0.113768504,0.081797127,0.100895437,0.064895401,0.032685752,0.035998163,0.002130846,0.003210335,0.002296574,223.742506,3.873776149,17.53666667,0.128578122
FX_30_2_72,54.72,0.677770492,392.6607914,49.62326447,70.6,-6.210896242,-8.760353315,-23.147,0.548565084,0.06932597,215.4,0.18822,0.118395,0.14537,1.5449,0.003247044,0.005069244,0.003484866,0.010040916,1.591713648,1.293353004,0.813514133,0.121818657,0.076713009,0.094090582,0.076529724,0.037139318,0.039372236,0.002265459,0.003313247,0.002243681,216.2934049,1.014235699,18.68133333,0.04055038
FX_30_2_114,55.14,0.690163934,1021.596211,227.5307638,126.8041237,-7.847731274,-8.423417424,-22.427,0.23114795,0.051481465,236.13987,0.22589,0.10612,0.15817,1.70292,0.003243748,0.005102261,0.003505008,0.035468476,2.129987426,1.428029011,0.672205092,0.13281435,0.062349309,0.092814243,0.107822346,0.03797927,0.035361652,0.003363827,0.003277643,0.002850667,233.5813079,1.478116034,19.17133333,0.067715089
FX_32_2_12,59.96,0.760760976,668.8784713,127.706124,111.9587629,-7.75807731,-9.650534093,-22.796,0.314220339,0.059992754,210.17522,0.19957,0.10829,0.16003,1.53815,0.003260902,0.005126734,0.00352316,0.07714535,1.856853846,1.246536368,0.676134756,0.130411124,0.070535325,0.104332608,0.091981588,0.034824024,0.035831139,0.007075169,0.00472152,0.005731301,224.0348577,1.484438006,18.87266667,0.045566801
FX_32_2_28,60.12,0.76506,782.1044563,162.6814612,126.0576923,-7.958316795,-9.79663628,-22.741,0.2832437,0.058916042,221.52616,0.22421,0.125995,0.173715,1.62476,0.003272031,0.005156049,0.003522867,0.049073211,1.782008916,1.290138822,0.724601356,0.138174458,0.077832693,0.106928976,0.078117047,0.031839209,0.033309196,0.004693775,0.003882844,0.004001196,221.2589742,1.177156894,19.71566667,0.121968575
93L_1620,17.5,0.22296203,364.451418,133.3265339,107.97,-4.486,-8.812,-22.381,0.664675312,0.243156841,242.24186,0.119515,0.095625,0.141965,1.167,0.008449926,0.002750645,0.003146625,0.082731493,1.24988569,0.843913223,0.673242256,0.102960031,0.08241474,0.122578078,0.095775753,0.060871708,0.023517097,0.010349958,0.006526543,0.009248182,207.8965697,2.466345923,23.33133333,0.170734687
93L_1741,18.71,0.24069231,484.542046,252.1466952,98.64,-5.148,-9.141,-22.723,0.575445335,0.299451081,278.82746,0.10414,0.09838,0.1347075,1.165,0.003995153,0.007509474,0.002718826,0.010634886,1.061196182,0.77158744,0.730237058,0.089365655,0.084254949,0.115617718,0.093495411,0.034353848,0.057048837,0.003616981,0.006318009,0.002599826,257.2102975,3.947883986,21.48,0.108337436
93L_2140,22.7,0.32055556,548.6976348,180.5408061,181.99,-6.403,-8.646,-23.415,0.439942465,0.144756533,241.39539,0.158625,0.116615,0.16208,1.49428,0.008973185,0.007636753,0.004263854,0.031819805,1.369445045,0.980606823,0.718478493,0.106782674,0.078022932,0.108507764,0.124757348,0.06093344,0.049793473,0.006196088,0.005399963,0.003697536,249.0165237,2.905189593,21.31333333,0.272837559
93L_2161,22.91,0.32487222,537.195061,152.2333954,181.96,-6.896,-8.984,-24.652,0.493262856,0.139783637,264.97837,0.1613175,0.1187425,0.1658875,1.46332,0.010504071,0.01254761,0.006282644,0.03589274,1.376848326,0.970757704,0.717862527,0.110426185,0.081376587,0.113849553,0.177512187,0.074523439,0.079342206,0.007856234,0.008957539,0.005072453,260.4494015,2.880741809,22.67133333,0.086118136
93L_2179,23.09,0.32857222,611.5151555,145.206887,190,-7.695,-8.006,-25.509,0.463603048,0.110084525,283.50029,0.1782275,0.109665,0.17273,1.61839,0.011303102,0.010429825,0.006392245,0.096435223,1.642795585,1.034670345,0.637327043,0.110849493,0.068075548,0.107459124,0.18915505,0.077833141,0.064166764,0.009753531,0.007564198,0.007690823,269.2407092,2.729204909,22.906,0.160103092
93L_2639,27.69,0.38209129,674.3413413,132.7399192,136.86,-7.839,-9.366,-25.4,0.419817061,0.08263839,283.1,0.1522725,0.108215,0.137845,1.39537,0.012710244,0.016235172,0.010988439,0.000636396,1.440341516,1.123328403,0.791027331,0.108813635,0.078059049,0.099298995,0.264587401,0.133866207,0.13528304,0.008830997,0.011871627,0.007767077,223.5384435,3.729041629,17.19666667,0.036828431
93L_2700,28.3,0.39474689,838.973638,65.35584135,200.4,-8.284,-8.583,-25.08,0.337824834,0.026316472,283.42613,0.1865775,0.1012825,0.1541775,1.63231,0.007604933,0.004663369,0.001021769,0.003549676,1.84817153,1.211090739,0.658424467,0.114037968,0.062150258,0.094416423,0.114062323,0.048555202,0.029254597,0.004586651,0.00291566,0.000657826,263.4862938,2.541211679,17.21033333,0.063445515
93L_2739,28.69,0.40283817,816.4745398,68.46162614,217.82,-7.902,-9.111,-24.493,0.329782298,0.027652341,269.25885,0.2015275,0.1037425,0.162045,1.42902,0.007795852,0.002980455,0.002962777,0.071078374,1.951194387,1.240449756,0.641218244,0.141534863,0.072687799,0.113697683,0.095211168,0.053856143,0.021330188,0.008648362,0.004319486,0.006091718,275.8972501,2.907300409,16.7,0.035383612
93L_3359,34.89,0.478,353.0789068,100.6389867,109,-6.129,-7.038,-24.335,0.62161983,0.177181895,219.48085,0.1916,0.1266425,0.1768675,1.78267,0.001640488,0.004783577,0.001990506,0.050501566,1.514466037,1.082926673,0.714237802,0.107525872,0.071260259,0.099362789,0.057651007,0.015593222,0.027077152,0.003194008,0.003336207,0.003228203,236.8825963,0.99363745,14.38366667,0.069009661
93L_3700,38.3,0.59185427,340.4858084,57.36992849,116.83,-6.489,-8.561,-25.588,0.626246571,0.105518997,213.22807,0.1516725,0.11144,0.1505475,1.42985,0.004521948,0.001315219,0.002902673,0.007792317,1.359722226,1.006106749,0.740874837,0.106346456,0.077933572,0.105326781,0.044476504,0.036717925,0.016462081,0.003337785,0.000979045,0.002142335,226.706003,1.48167221,18.40866667,0.063791326
93L_3721,38.51,0.59797487,454.2696411,87.19030101,115.15,-6.922,-8.256,-25.465,0.546988589,0.104986324,248.48031,0.1588975,0.1201325,0.161985,1.49902,0.002605688,0.001834942,0.00039598,0.008400429,1.324900152,0.980261951,0.741525153,0.10600389,0.080125238,0.108066516,0.029824332,0.016384575,0.011489425,0.001794152,0.001329504,0.000653398,216.945253,1.159233617,19.55866667,0.0090185
93L_4821,49.51,0.766075,443.5405911,101.9252934,112.9,-7.308,-8.96,-25.534,0.54199425,0.12454987,240.39645,0.111385,0.1068725,0.12933,1.42446,0.007297342,0.012667818,0.008930759,0.009418662,1.053031608,0.868629135,0.837052373,0.078223554,0.074908934,0.090664927,0.144604242,0.082675634,0.120627092,0.00514207,0.00886535,0.006408561,230.5405566,1.577672242,18.18866667,0.043015501
93L_4860,49.9,0.7755,484.3039275,100.8070876,132.1,-8,-7.255,-26.202,0.50645918,0.105418668,245.28017,0.1346075,0.116415,0.154385,1.56891,0.007060461,0.007714535,0.008053946,0.022613275,1.163094029,0.872412401,0.758289483,0.08552555,0.074098209,0.098483103,0.097332274,0.065226905,0.062162916,0.004661314,0.005123573,0.005454527,241.5117301,0.850852576,17.85233333,0.056323471
93L_4899,50.29,0.784925,433.0836468,86.88363599,111.33,-6.687,-8.957,-25.054,0.592983092,0.11896207,256.81128,0.1104175,0.1039775,0.133575,1.31517,0.001021769,0.00148846,0.000318198,0.00165463,1.062427823,0.826549288,0.778548253,0.083987333,0.079049619,0.101561154,0.017541965,0.007911751,0.011188259,0.000762461,0.001133597,0.000272759,255.9986819,0.768532144,19.55933333,0.093644719
